"model","aic","pseudo_r2","moran_i_residuals"
"OLS",1460.56748088763,0.562674119472693,0.587449756133017
"SEM (error)",26.2749073287512,0.847830429026255,0.0504345044053667
"SDM (Durbin)",4.46359503393001,0.846848694387353,0.0532678247636034
